vehicle,stop_code,date,arrival_time,departure_time,passenger_on,passenger_off
Vehicle2,1,08/02/2012,14:45:41,14:46:41,0,2
Vehicle1,1,08/02/2012,14:46:37,14:47:37,0,0
Vehicle2,1,08/02/2012,14:46:42,14:47:42,0,0
Vehicle1,1,08/02/2012,14:47:38,14:48:38,0,0
Vehicle2,1,08/02/2012,14:47:43,14:48:43,0,0
Vehicle1,1,08/02/2012,14:48:39,14:49:39,1,0
Vehicle2,1,08/02/2012,14:48:44,14:49:44,0,0
Vehicle1,1,08/02/2012,14:49:40,14:50:40,1,1
Vehicle2,1,08/02/2012,14:49:45,14:50:45,0,1
Vehicle1,1,08/02/2012,14:50:41,14:51:41,1,0
Vehicle2,1,08/02/2012,14:50:46,14:51:46,0,0
Vehicle1,1,08/02/2012,14:51:42,14:52:42,0,0
Vehicle2,1,08/02/2012,14:51:47,14:52:47,0,0
Vehicle1,1,08/02/2012,14:52:43,14:53:43,0,1
Vehicle2,1,08/02/2012,14:52:48,14:53:48,0,1
Vehicle1,1,08/02/2012,14:53:44,14:54:44,1,0
Vehicle2,1,08/02/2012,14:53:49,14:54:49,0,0
Vehicle1,1,08/02/2012,14:54:45,14:55:45,0,0
Vehicle2,1,08/02/2012,14:54:50,14:55:50,0,0
Vehicle1,1,08/02/2012,14:55:46,14:56:46,0,0
Vehicle2,1,08/02/2012,14:55:51,14:56:51,0,0
Vehicle1,1,08/02/2012,14:56:47,14:57:47,2,0
Vehicle2,1,08/02/2012,14:56:52,14:57:52,0,0
Vehicle1,1,08/02/2012,14:57:48,14:58:48,2,3
Vehicle2,1,08/02/2012,14:57:53,14:58:53,0,3
Vehicle1,1,08/02/2012,14:58:49,14:59:49,0,0
Vehicle2,1,08/02/2012,14:58:54,14:59:54,0,0
Vehicle1,1,08/02/2012,14:59:50,15:00:50,0,1
Vehicle2,1,08/02/2012,14:59:55,15:00:55,0,1
Vehicle1,1,08/02/2012,15:00:51,15:01:51,1,0
Vehicle2,1,08/02/2012,15:00:56,15:01:56,0,0
Vehicle1,1,08/02/2012,15:01:52,15:02:52,0,0
Vehicle2,1,08/02/2012,15:01:57,15:02:57,0,0
Vehicle1,1,08/02/2012,15:02:53,15:03:53,1,0
Vehicle2,1,08/02/2012,15:02:58,15:03:58,0,0
Vehicle1,1,08/02/2012,15:03:54,15:04:54,0,3
Vehicle2,1,08/02/2012,15:03:59,15:04:59,0,3
Vehicle1,1,08/02/2012,15:04:55,15:05:55,1,1
Vehicle2,1,08/02/2012,15:05:00,15:06:00,0,0
Vehicle1,1,08/02/2012,15:05:56,15:06:56,0,0
Vehicle2,1,08/02/2012,15:06:01,15:07:01,0,0
Vehicle1,1,08/02/2012,15:06:57,15:07:57,0,0
Vehicle2,1,08/02/2012,15:07:02,15:08:02,1,0
Vehicle1,1,08/02/2012,15:07:58,15:08:58,0,0
Vehicle2,1,08/02/2012,15:08:03,15:09:03,0,0
Vehicle1,1,08/02/2012,15:08:59,15:09:59,0,0
Vehicle2,1,08/02/2012,15:09:04,15:10:04,1,0
Vehicle1,1,08/02/2012,15:10:00,15:11:00,0,2
Vehicle2,1,08/02/2012,15:10:05,15:11:05,0,2
Vehicle1,1,08/02/2012,15:11:01,15:12:01,1,1
Vehicle2,1,08/02/2012,15:11:06,15:12:06,0,1
Vehicle1,1,08/02/2012,15:12:02,15:13:02,0,0
Vehicle2,1,08/02/2012,15:12:07,15:13:07,0,0
Vehicle1,1,08/02/2012,15:13:03,15:14:03,1,0
Vehicle2,1,08/02/2012,15:13:08,15:14:08,0,0
Vehicle1,1,08/02/2012,15:14:04,15:15:04,0,1
Vehicle2,1,08/02/2012,15:14:09,15:15:09,0,1
Vehicle1,1,08/02/2012,15:15:05,15:16:05,1,0
Vehicle2,1,08/02/2012,15:15:10,15:16:10,0,0
Vehicle1,1,08/02/2012,15:16:06,15:17:06,0,2
Vehicle2,1,08/02/2012,15:16:11,15:17:11,0,2
Vehicle1,1,08/02/2012,15:17:07,15:18:07,0,0
Vehicle2,1,08/02/2012,15:17:12,15:18:12,0,0
Vehicle1,1,08/02/2012,15:18:08,15:19:08,0,1
Vehicle2,1,08/02/2012,15:18:13,15:19:13,0,1
Vehicle1,1,08/02/2012,15:19:09,15:20:09,0,2
Vehicle2,1,08/02/2012,15:19:14,15:20:14,0,2
Vehicle1,1,08/02/2012,15:20:10,15:21:10,0,0
Vehicle2,1,08/02/2012,15:20:15,15:21:15,0,0
Vehicle1,1,08/02/2012,15:21:11,15:22:11,1,2
Vehicle2,1,08/02/2012,15:21:16,15:22:16,0,2
Vehicle1,1,08/02/2012,15:22:12,15:23:12,0,0
Vehicle2,1,08/02/2012,15:22:17,15:23:17,0,0
Vehicle1,1,08/02/2012,15:23:13,15:24:13,1,1
Vehicle2,1,08/02/2012,15:23:18,15:24:18,0,1
Vehicle1,1,08/02/2012,15:24:14,15:25:14,1,0
Vehicle2,1,08/02/2012,15:24:19,15:25:19,0,0
Vehicle1,1,08/02/2012,15:25:15,15:26:15,0,0
Vehicle2,1,08/02/2012,15:25:20,15:26:20,0,0
Vehicle1,1,08/02/2012,15:26:16,15:27:16,1,0
Vehicle2,1,08/02/2012,15:26:21,15:27:21,0,0
Vehicle1,1,08/02/2012,15:27:17,15:28:17,0,1
Vehicle2,1,08/02/2012,15:27:22,15:28:22,0,1
Vehicle1,1,08/02/2012,15:28:18,15:29:18,2,0
Vehicle2,1,08/02/2012,15:28:23,15:29:23,0,0
Vehicle1,1,08/02/2012,15:29:19,15:30:19,0,0
Vehicle2,1,08/02/2012,15:29:24,15:30:24,0,0
Vehicle1,1,08/02/2012,15:30:20,15:31:20,0,0
Vehicle2,1,08/02/2012,15:30:25,15:31:25,0,0
Vehicle1,1,08/02/2012,15:31:21,15:32:21,0,0
Vehicle2,1,08/02/2012,15:31:26,15:32:26,0,0
Vehicle1,1,08/02/2012,15:32:22,15:33:22,0,0
Vehicle2,1,08/02/2012,15:32:27,15:33:27,0,0
Vehicle1,1,08/02/2012,15:33:23,15:34:23,1,0
Vehicle2,1,08/02/2012,15:33:28,15:34:28,0,0
Vehicle1,1,08/02/2012,15:34:24,15:35:24,2,0
Vehicle2,1,08/02/2012,15:34:29,15:35:29,0,0
Vehicle1,1,08/02/2012,15:35:25,15:36:25,0,0
Vehicle2,1,08/02/2012,15:35:30,15:36:30,0,0
Vehicle1,1,08/02/2012,15:36:26,15:37:26,0,1
Vehicle2,1,08/02/2012,15:36:31,15:37:31,0,1
Vehicle1,1,08/02/2012,15:37:27,15:38:27,0,2
Vehicle2,1,08/02/2012,15:37:32,15:38:32,0,2
Vehicle1,1,08/02/2012,15:38:28,15:39:28,1,0
Vehicle2,1,08/02/2012,15:38:33,15:39:33,0,0
Vehicle1,1,08/02/2012,15:39:29,15:40:29,1,0
Vehicle2,1,08/02/2012,15:39:34,15:40:34,0,0
Vehicle1,1,08/02/2012,15:40:30,15:41:30,1,0
Vehicle2,1,08/02/2012,15:40:35,15:41:35,0,0
Vehicle1,1,08/02/2012,15:41:31,15:42:31,0,0
Vehicle2,1,08/02/2012,15:41:36,15:42:36,0,0
Vehicle1,1,08/02/2012,15:42:32,15:43:32,0,0
Vehicle2,1,08/02/2012,15:42:37,15:43:37,0,0
Vehicle1,1,08/02/2012,15:43:33,15:44:33,0,2
Vehicle2,1,08/02/2012,15:43:38,15:44:38,0,2
Vehicle1,1,08/02/2012,15:44:34,15:45:34,2,0
Vehicle2,1,08/02/2012,15:44:39,15:45:39,0,0
Vehicle1,1,08/02/2012,15:45:35,15:46:35,1,0
Vehicle2,1,08/02/2012,15:45:40,15:46:40,0,0
Vehicle1,1,08/02/2012,15:46:36,15:47:36,1,0
Vehicle2,1,08/02/2012,15:46:41,15:47:41,0,0
Vehicle1,1,08/02/2012,15:47:37,15:48:37,0,1
Vehicle2,1,08/02/2012,15:47:42,15:48:42,0,1
Vehicle1,1,08/02/2012,15:48:38,15:49:38,0,0
Vehicle2,1,08/02/2012,15:48:43,15:49:43,0,0
Vehicle1,1,08/02/2012,15:49:39,15:50:39,0,1
Vehicle2,1,08/02/2012,15:49:44,15:50:44,0,1
Vehicle1,1,08/02/2012,15:50:40,15:51:40,0,1
Vehicle2,1,08/02/2012,15:50:45,15:51:45,0,1
Vehicle1,1,08/02/2012,15:51:41,15:52:41,0,1
Vehicle2,1,08/02/2012,15:51:46,15:52:46,0,1
Vehicle1,1,08/02/2012,15:52:42,15:53:42,0,1
Vehicle2,1,08/02/2012,15:52:47,15:53:47,0,1
Vehicle1,1,08/02/2012,15:53:43,15:54:43,1,1
Vehicle2,1,08/02/2012,15:53:48,15:54:48,0,1
Vehicle1,1,08/02/2012,15:54:44,15:55:44,1,1
Vehicle2,1,08/02/2012,15:54:49,15:55:49,0,1
Vehicle1,1,08/02/2012,15:55:45,15:56:45,0,0
Vehicle2,1,08/02/2012,15:55:50,15:56:50,0,0
Vehicle1,1,08/02/2012,15:56:46,15:57:46,1,0
Vehicle2,1,08/02/2012,15:56:51,15:57:51,0,0
Vehicle1,1,08/02/2012,15:57:47,15:58:47,0,0
Vehicle2,1,08/02/2012,15:57:52,15:58:52,0,0
Vehicle1,1,08/02/2012,15:58:48,15:59:48,0,1
Vehicle2,1,08/02/2012,15:58:53,15:59:53,0,1
Vehicle1,1,08/02/2012,15:59:49,16:00:49,1,0
Vehicle2,1,08/02/2012,15:59:54,16:00:54,0,0
Vehicle1,1,08/02/2012,16:00:50,16:01:50,0,0
Vehicle2,1,08/02/2012,16:00:55,16:01:55,0,0
Vehicle1,1,08/02/2012,16:01:51,16:02:51,0,2
Vehicle2,1,08/02/2012,16:01:56,16:02:56,0,2
Vehicle1,1,08/02/2012,16:02:52,16:03:52,0,1
Vehicle2,1,08/02/2012,16:02:57,16:03:57,0,1
Vehicle1,1,08/02/2012,16:03:53,16:04:53,0,0
Vehicle2,1,08/02/2012,16:03:58,16:04:58,0,0
Vehicle1,1,08/02/2012,16:04:54,16:05:54,0,1
Vehicle2,1,08/02/2012,16:04:59,16:05:59,0,1
Vehicle1,1,08/02/2012,16:05:55,16:06:55,0,0
Vehicle2,1,08/02/2012,16:06:00,16:07:00,1,0
Vehicle1,1,08/02/2012,16:06:56,16:07:56,0,0
Vehicle2,1,08/02/2012,16:07:01,16:08:01,0,0
Vehicle1,1,08/02/2012,16:07:57,16:08:57,0,0
Vehicle2,1,08/02/2012,16:08:02,16:09:02,2,2
Vehicle1,1,08/02/2012,16:08:58,16:09:58,0,2
Vehicle2,1,08/02/2012,16:09:03,16:10:03,3,0
Vehicle1,1,08/02/2012,16:09:59,16:10:59,0,0
Vehicle2,1,08/02/2012,16:10:04,16:11:04,0,0
Vehicle1,1,08/02/2012,16:11:00,16:12:00,0,0
Vehicle2,1,08/02/2012,16:11:05,16:12:05,0,0
Vehicle1,1,08/02/2012,16:12:01,16:13:01,0,0
Vehicle2,1,08/02/2012,16:12:06,16:13:06,0,0
Vehicle1,1,08/02/2012,16:13:02,16:14:02,1,0
Vehicle2,1,08/02/2012,16:13:07,16:14:07,0,0
Vehicle1,1,08/02/2012,16:14:03,16:15:03,0,1
Vehicle2,1,08/02/2012,16:14:08,16:15:08,0,1
Vehicle1,1,08/02/2012,16:15:04,16:16:04,0,1
Vehicle2,1,08/02/2012,16:15:09,16:16:09,0,1
Vehicle1,1,08/02/2012,16:16:05,16:17:05,0,0
Vehicle2,1,08/02/2012,16:16:10,16:17:10,0,0
Vehicle1,1,08/02/2012,16:17:06,16:18:06,1,0
Vehicle2,1,08/02/2012,16:17:11,16:18:11,0,0
Vehicle1,1,08/02/2012,16:18:07,16:19:07,0,0
Vehicle2,1,08/02/2012,16:18:12,16:19:12,0,0
Vehicle1,1,08/02/2012,16:19:08,16:20:08,1,0
Vehicle2,1,08/02/2012,16:19:13,16:20:13,0,0
Vehicle1,1,08/02/2012,16:20:09,16:21:09,0,1
Vehicle2,1,08/02/2012,16:20:14,16:21:14,0,1
Vehicle1,1,08/02/2012,16:21:10,16:22:10,0,1
Vehicle2,1,08/02/2012,16:21:15,16:22:15,0,1
Vehicle1,1,08/02/2012,16:22:11,16:23:11,1,1
Vehicle2,1,08/02/2012,16:22:16,16:23:16,0,1
Vehicle1,1,08/02/2012,16:23:12,16:24:12,0,0
Vehicle2,1,08/02/2012,16:23:17,16:24:17,0,0
Vehicle1,1,08/02/2012,16:24:13,16:25:13,0,2
Vehicle2,1,08/02/2012,16:24:18,16:25:18,0,2
Vehicle1,1,08/02/2012,16:25:14,16:26:14,1,1
Vehicle2,1,08/02/2012,16:25:19,16:26:19,0,1
Vehicle1,1,08/02/2012,16:26:15,16:27:15,3,0
Vehicle2,1,08/02/2012,16:26:20,16:27:20,0,0
Vehicle1,1,08/02/2012,16:27:16,16:28:16,0,1
Vehicle2,1,08/02/2012,16:27:21,16:28:21,0,1
Vehicle1,1,08/02/2012,16:28:17,16:29:17,1,0
Vehicle2,1,08/02/2012,16:28:22,16:29:22,0,0
Vehicle1,1,08/02/2012,16:29:18,16:30:18,0,0
Vehicle2,1,08/02/2012,16:29:23,16:30:23,0,0
Vehicle1,1,08/02/2012,16:30:19,16:31:19,1,0
Vehicle2,1,08/02/2012,16:30:24,16:31:24,0,0
Vehicle1,1,08/02/2012,16:31:20,16:32:20,0,1
Vehicle2,1,08/02/2012,16:31:25,16:32:25,0,1
Vehicle1,1,08/02/2012,16:32:21,16:33:21,0,2
Vehicle2,1,08/02/2012,16:32:26,16:33:26,0,2
Vehicle1,1,08/02/2012,16:33:22,16:34:22,0,1
Vehicle2,1,08/02/2012,16:33:27,16:34:27,0,1
Vehicle1,1,08/02/2012,16:34:23,16:35:23,0,0
Vehicle2,1,08/02/2012,16:34:28,16:35:28,0,0
Vehicle1,1,08/02/2012,16:35:24,16:36:24,0,0
Vehicle2,1,08/02/2012,16:35:29,16:36:29,0,0
Vehicle1,1,08/02/2012,16:36:25,16:37:25,2,0
Vehicle2,1,08/02/2012,16:36:30,16:37:30,0,0
Vehicle1,1,08/02/2012,16:37:26,16:38:26,1,1
Vehicle2,1,08/02/2012,16:37:31,16:38:31,0,1
Vehicle1,1,08/02/2012,16:38:27,16:39:27,1,0
Vehicle2,1,08/02/2012,16:38:32,16:39:32,0,0
Vehicle1,1,08/02/2012,16:39:28,16:40:28,0,0
Vehicle2,1,08/02/2012,16:39:33,16:40:33,0,0
Vehicle1,1,08/02/2012,16:40:29,16:41:29,1,0
Vehicle2,1,08/02/2012,16:40:34,16:41:34,0,0
Vehicle1,1,08/02/2012,16:41:30,16:42:30,0,1
Vehicle2,1,08/02/2012,16:41:35,16:42:35,0,1
Vehicle1,1,08/02/2012,16:42:31,16:43:31,0,0
Vehicle2,1,08/02/2012,16:42:36,16:43:36,0,0
Vehicle1,1,08/02/2012,16:43:32,16:44:32,1,0
Vehicle2,1,08/02/2012,16:43:37,16:44:37,0,0
Vehicle1,1,08/02/2012,16:44:33,16:45:33,0,1
Vehicle2,1,08/02/2012,16:44:38,16:45:38,0,1
Vehicle1,1,08/02/2012,16:45:34,16:46:34,0,0
Vehicle2,1,08/02/2012,16:45:39,16:46:39,0,0
Vehicle1,1,08/02/2012,16:46:35,16:47:35,1,0
Vehicle2,1,08/02/2012,16:46:40,16:47:40,0,0
Vehicle1,1,08/02/2012,16:47:36,16:48:36,0,0
Vehicle2,1,08/02/2012,16:47:41,16:48:41,0,0
Vehicle1,1,08/02/2012,16:48:37,16:49:37,1,1
Vehicle2,1,08/02/2012,16:48:42,16:49:42,0,1
Vehicle1,1,08/02/2012,16:49:38,16:50:38,0,0
Vehicle2,1,08/02/2012,16:49:43,16:50:43,0,0
Vehicle1,1,08/02/2012,16:50:39,16:51:39,1,0
Vehicle2,1,08/02/2012,16:50:44,16:51:44,0,0
Vehicle1,1,08/02/2012,16:51:40,16:52:40,0,0
Vehicle2,1,08/02/2012,16:51:45,16:52:45,0,0
Vehicle1,1,08/02/2012,16:52:41,16:53:41,1,2
Vehicle2,1,08/02/2012,16:52:46,16:53:46,0,2
Vehicle1,1,08/02/2012,16:53:42,16:54:42,0,0
Vehicle2,1,08/02/2012,16:53:47,16:54:47,0,0
Vehicle1,1,08/02/2012,16:54:43,16:55:43,0,1
Vehicle2,1,08/02/2012,16:54:48,16:55:48,0,1
Vehicle1,1,08/02/2012,16:55:44,16:56:44,5,1
Vehicle2,1,08/02/2012,16:55:49,16:56:49,0,1
Vehicle1,1,08/02/2012,16:56:45,16:57:45,3,0
Vehicle2,1,08/02/2012,16:56:50,16:57:50,0,0
Vehicle1,1,08/02/2012,16:57:46,16:58:46,0,0
Vehicle2,1,08/02/2012,16:57:51,16:58:51,0,0
Vehicle1,1,08/02/2012,16:58:47,16:59:47,1,0
Vehicle2,1,08/02/2012,16:58:52,16:59:52,0,0
Vehicle1,1,08/02/2012,16:59:48,17:00:48,0,0
Vehicle2,1,08/02/2012,16:59:53,17:00:53,0,0
Vehicle1,1,08/02/2012,17:00:49,17:01:49,0,2
Vehicle2,1,08/02/2012,17:00:54,17:01:54,0,2
Vehicle1,1,08/02/2012,17:01:50,17:02:50,0,1
Vehicle2,1,08/02/2012,17:01:55,17:02:55,0,1
Vehicle1,1,08/02/2012,17:02:51,17:03:51,0,0
Vehicle2,1,08/02/2012,17:02:56,17:03:56,0,0
Vehicle1,1,08/02/2012,17:03:52,17:04:52,0,1
Vehicle2,1,08/02/2012,17:03:57,17:04:57,0,1
Vehicle1,1,08/02/2012,17:04:53,17:05:53,1,1
Vehicle2,1,08/02/2012,17:04:58,17:05:58,0,1
Vehicle1,1,08/02/2012,17:05:54,17:06:54,0,2
Vehicle2,1,08/02/2012,17:05:59,17:06:59,0,2
Vehicle1,1,08/02/2012,17:06:55,17:07:55,0,0
Vehicle2,1,08/02/2012,17:07:00,17:08:00,0,3
Vehicle1,1,08/02/2012,17:07:56,17:08:56,0,3
Vehicle2,1,08/02/2012,17:08:01,17:09:01,1,0
Vehicle1,1,08/02/2012,17:08:57,17:09:57,0,0
Vehicle2,1,08/02/2012,17:09:02,17:10:02,0,0
Vehicle1,1,08/02/2012,17:09:58,17:10:58,0,0
Vehicle2,1,08/02/2012,17:10:03,17:11:03,4,1
Vehicle1,1,08/02/2012,17:10:59,17:11:59,0,1
Vehicle2,1,08/02/2012,17:11:04,17:12:04,0,0
Vehicle1,1,08/02/2012,17:12:00,17:13:00,0,1
Vehicle2,1,08/02/2012,17:12:05,17:13:05,0,1
Vehicle1,1,08/02/2012,17:13:01,17:14:01,0,1
Vehicle2,1,08/02/2012,17:13:06,17:14:06,0,1
Vehicle1,1,08/02/2012,17:14:02,17:15:02,0,0
Vehicle2,1,08/02/2012,17:14:07,17:15:07,0,0
Vehicle1,1,08/02/2012,17:15:03,17:16:03,1,0
Vehicle2,1,08/02/2012,17:15:08,17:16:08,0,0
Vehicle1,1,08/02/2012,17:16:04,17:17:04,0,0
Vehicle2,1,08/02/2012,17:16:09,17:17:09,0,0
Vehicle1,1,08/02/2012,17:17:05,17:18:05,1,0
Vehicle2,1,08/02/2012,17:17:10,17:18:10,0,0
Vehicle1,1,08/02/2012,17:18:06,17:19:06,1,1
Vehicle2,1,08/02/2012,17:18:11,17:19:11,0,1
Vehicle1,1,08/02/2012,17:19:07,17:20:07,0,1
Vehicle2,1,08/02/2012,17:19:12,17:20:12,0,1
Vehicle1,1,08/02/2012,17:20:08,17:21:08,0,0
Vehicle2,1,08/02/2012,17:20:13,17:21:13,0,0
Vehicle1,1,08/02/2012,17:21:09,17:22:09,0,1
Vehicle2,1,08/02/2012,17:21:14,17:22:14,0,1
Vehicle1,1,08/02/2012,17:22:10,17:23:10,0,1
Vehicle2,1,08/02/2012,17:22:15,17:23:15,0,1
Vehicle1,1,08/02/2012,17:23:11,17:24:11,1,0
Vehicle2,1,08/02/2012,17:23:16,17:24:16,0,0
Vehicle1,1,08/02/2012,17:24:12,17:25:12,1,1
Vehicle2,1,08/02/2012,17:24:17,17:25:17,0,1
Vehicle1,1,08/02/2012,17:25:13,17:26:13,4,4
Vehicle2,1,08/02/2012,17:25:18,17:26:18,0,4
Vehicle1,1,08/02/2012,17:26:14,17:27:14,0,0
Vehicle2,1,08/02/2012,17:26:19,17:27:19,0,0
Vehicle1,1,08/02/2012,17:27:15,17:28:15,0,2
Vehicle2,1,08/02/2012,17:27:20,17:28:20,0,2
Vehicle1,1,08/02/2012,17:28:16,17:29:16,0,1
Vehicle2,1,08/02/2012,17:28:21,17:29:21,0,1
Vehicle1,1,08/02/2012,17:29:17,17:30:17,0,1
Vehicle2,1,08/02/2012,17:29:22,17:30:22,0,1
Vehicle1,1,08/02/2012,17:30:18,17:31:18,0,1
Vehicle2,1,08/02/2012,17:30:23,17:31:23,0,1
Vehicle1,1,08/02/2012,17:31:19,17:32:19,0,0
Vehicle2,1,08/02/2012,17:31:24,17:32:24,0,0
Vehicle1,1,08/02/2012,17:32:20,17:33:20,0,2
Vehicle2,1,08/02/2012,17:32:25,17:33:25,0,2
Vehicle1,1,08/02/2012,17:33:21,17:34:21,1,0
Vehicle2,1,08/02/2012,17:33:26,17:34:26,0,0
Vehicle1,1,08/02/2012,17:34:22,17:35:22,0,1
Vehicle2,1,08/02/2012,17:34:27,17:35:27,0,1
Vehicle1,1,08/02/2012,17:35:23,17:36:23,1,1
Vehicle2,1,08/02/2012,17:35:28,17:36:28,0,1
Vehicle1,1,08/02/2012,17:36:24,17:37:24,0,0
Vehicle2,1,08/02/2012,17:36:29,17:37:29,0,0
Vehicle1,1,08/02/2012,17:37:25,17:38:25,0,0
Vehicle2,1,08/02/2012,17:37:30,17:38:30,0,0
Vehicle1,1,08/02/2012,17:38:26,17:39:26,0,0
Vehicle2,1,08/02/2012,17:38:31,17:39:31,0,0
Vehicle1,1,08/02/2012,17:39:27,17:40:27,0,0
Vehicle2,1,08/02/2012,17:39:32,17:40:32,0,0
Vehicle1,1,08/02/2012,17:40:28,17:41:28,7,1
Vehicle2,1,08/02/2012,17:40:33,17:41:33,0,1
Vehicle1,1,08/02/2012,17:41:29,17:42:29,0,0
Vehicle2,1,08/02/2012,17:41:34,17:42:34,0,0
Vehicle1,1,08/02/2012,17:42:30,17:43:30,0,1
Vehicle2,1,08/02/2012,17:42:35,17:43:35,0,1
Vehicle1,1,08/02/2012,17:43:31,17:44:31,0,1
Vehicle2,1,08/02/2012,17:43:36,17:44:36,0,1
Vehicle1,1,08/02/2012,17:44:32,17:45:32,0,0
Vehicle2,1,08/02/2012,17:44:37,17:45:37,0,0
Vehicle1,1,08/02/2012,17:45:33,17:46:33,0,0
Vehicle2,1,08/02/2012,17:45:38,17:46:38,0,0
Vehicle1,1,08/02/2012,17:46:34,17:47:34,2,1
Vehicle2,1,08/02/2012,17:46:39,17:47:39,0,1
Vehicle1,1,08/02/2012,17:47:35,17:48:35,0,3
Vehicle2,1,08/02/2012,17:47:40,17:48:40,0,3
Vehicle1,1,08/02/2012,17:48:36,17:49:36,1,0
Vehicle2,1,08/02/2012,17:48:41,17:49:41,0,0
Vehicle1,1,08/02/2012,17:49:37,17:50:37,0,0
Vehicle2,1,08/02/2012,17:49:42,17:50:42,0,0
Vehicle1,1,08/02/2012,17:50:38,17:51:38,0,0
Vehicle2,1,08/02/2012,17:50:43,17:51:43,0,0
Vehicle1,1,08/02/2012,17:51:39,17:52:39,0,1
Vehicle2,1,08/02/2012,17:51:44,17:52:44,0,1
Vehicle1,1,08/02/2012,17:52:40,17:53:40,1,0
Vehicle2,1,08/02/2012,17:52:45,17:53:45,0,0
Vehicle1,1,08/02/2012,17:53:41,17:54:41,0,1
Vehicle2,1,08/02/2012,17:53:46,17:54:46,0,1
Vehicle1,1,08/02/2012,17:54:42,17:55:42,3,1
Vehicle2,1,08/02/2012,17:54:47,17:55:47,0,1
Vehicle1,1,08/02/2012,17:55:43,17:56:43,4,0
Vehicle2,1,08/02/2012,17:55:48,17:56:48,0,0
Vehicle1,1,08/02/2012,17:56:44,17:57:44,1,0
Vehicle2,1,08/02/2012,17:56:49,17:57:49,0,0
Vehicle1,1,08/02/2012,17:57:45,17:58:45,0,0
Vehicle2,1,08/02/2012,17:57:50,17:58:50,0,0
Vehicle1,1,08/02/2012,17:58:46,17:59:46,0,1
Vehicle2,1,08/02/2012,17:58:51,17:59:51,0,1
Vehicle1,1,08/02/2012,17:59:47,18:00:47,0,1
Vehicle2,1,08/02/2012,17:59:52,18:00:52,0,1
Vehicle1,1,08/02/2012,18:00:48,18:01:48,0,1
Vehicle2,1,08/02/2012,18:00:53,18:01:53,0,1
Vehicle1,1,08/02/2012,18:01:49,18:02:49,0,0
Vehicle2,1,08/02/2012,18:01:54,18:02:54,0,0
Vehicle1,1,08/02/2012,18:02:50,18:03:50,0,0
Vehicle2,1,08/02/2012,18:02:55,18:03:55,0,0
Vehicle1,1,08/02/2012,18:03:51,18:04:51,1,1
Vehicle2,1,08/02/2012,18:03:56,18:04:56,0,1
Vehicle1,1,08/02/2012,18:04:52,18:05:52,1,0
Vehicle2,1,08/02/2012,18:04:57,18:05:57,0,0
Vehicle1,1,08/02/2012,18:05:53,18:06:53,0,0
Vehicle2,1,08/02/2012,18:05:58,18:06:58,0,0
Vehicle1,1,08/02/2012,18:06:54,18:07:54,1,0
Vehicle2,1,08/02/2012,18:06:59,18:07:59,0,0
Vehicle1,1,08/02/2012,18:07:55,18:08:55,0,0
Vehicle2,1,08/02/2012,18:08:00,18:09:00,0,1
Vehicle1,1,08/02/2012,18:08:56,18:09:56,0,1
Vehicle2,1,08/02/2012,18:09:01,18:10:01,1,0
Vehicle1,1,08/02/2012,18:09:57,18:10:57,0,0
Vehicle2,1,08/02/2012,18:10:02,18:11:02,9,1
Vehicle1,1,08/02/2012,18:10:58,18:11:58,0,1
Vehicle2,1,08/02/2012,18:11:03,18:12:03,0,0
Vehicle1,1,08/02/2012,18:11:59,18:12:59,0,0
Vehicle2,1,08/02/2012,18:12:04,18:13:04,2,1
Vehicle1,1,08/02/2012,18:13:00,18:14:00,0,0
Vehicle2,1,08/02/2012,18:13:05,18:14:05,0,0
Vehicle1,1,08/02/2012,18:14:01,18:15:01,0,2
Vehicle2,1,08/02/2012,18:14:06,18:15:06,0,2
Vehicle1,1,08/02/2012,18:15:02,18:16:02,0,0
Vehicle2,1,08/02/2012,18:15:07,18:16:07,0,0
Vehicle1,1,08/02/2012,18:16:03,18:17:03,0,0
Vehicle2,1,08/02/2012,18:16:08,18:17:08,0,0
Vehicle1,1,08/02/2012,18:17:04,18:18:04,0,0
Vehicle2,1,08/02/2012,18:17:09,18:18:09,0,0
Vehicle1,1,08/02/2012,18:18:05,18:19:05,0,2
Vehicle2,1,08/02/2012,18:18:10,18:19:10,0,2
Vehicle1,1,08/02/2012,18:19:06,18:20:06,1,1
Vehicle2,1,08/02/2012,18:19:11,18:20:11,0,1
Vehicle1,1,08/02/2012,18:20:07,18:21:07,0,1
Vehicle2,1,08/02/2012,18:20:12,18:21:12,0,1
Vehicle1,1,08/02/2012,18:21:08,18:22:08,1,0
Vehicle2,1,08/02/2012,18:21:13,18:22:13,0,0
Vehicle1,1,08/02/2012,18:22:09,18:23:09,1,3
Vehicle2,1,08/02/2012,18:22:14,18:23:14,0,3
Vehicle1,1,08/02/2012,18:23:10,18:24:10,0,0
Vehicle2,1,08/02/2012,18:23:15,18:24:15,0,0
Vehicle1,1,08/02/2012,18:24:11,18:25:11,0,0
Vehicle2,1,08/02/2012,18:24:16,18:25:16,0,0
Vehicle1,1,08/02/2012,18:25:12,18:26:12,3,1
Vehicle2,1,08/02/2012,18:25:17,18:26:17,0,1
Vehicle1,1,08/02/2012,18:26:13,18:27:13,1,0
Vehicle2,1,08/02/2012,18:26:18,18:27:18,0,0
Vehicle1,1,08/02/2012,18:27:14,18:28:14,0,0
